Primary Type,Beat
BURGLARY,821
BATTERY,1024
MOTOR VEHICLE THEFT,2223
CRIMINAL DAMAGE,1834
THEFT,814
CRIMINAL DAMAGE,1214
BATTERY,631
DECEPTIVE PRACTICE,322
BATTERY,1124
ROBBERY,1432
CRIMINAL DAMAGE,714
THEFT,533
ROBBERY,1533
DECEPTIVE PRACTICE,2011
OTHER OFFENSE,1031
CRIMINAL DAMAGE,611
BATTERY,1014
WEAPONS VIOLATION,333
OTHER OFFENSE,631
MOTOR VEHICLE THEFT,511
ASSAULT,423
BATTERY,1113
MOTOR VEHICLE THEFT,1131
BATTERY,222
THEFT,632
ASSAULT,511
BATTERY,631
MOTOR VEHICLE THEFT,524
MOTOR VEHICLE THEFT,523
MOTOR VEHICLE THEFT,1532
THEFT,2432
MOTOR VEHICLE THEFT,1121
THEFT,131
DECEPTIVE PRACTICE,1532
BATTERY,1654
ASSAULT,815
OTHER OFFENSE,1033
BATTERY,825
MOTOR VEHICLE THEFT,2512
CRIMINAL DAMAGE,1834
ASSAULT,1124
ASSAULT,612
THEFT,823
THEFT,2432
MOTOR VEHICLE THEFT,2234
ASSAULT,1812
ROBBERY,914
CRIMINAL DAMAGE,1033
THEFT,1133
BATTERY,123
THEFT,921
THEFT,1933
OTHER OFFENSE,1011
KIDNAPPING,1232
THEFT,1224
ASSAULT,834
OTHER OFFENSE,1624
DECEPTIVE PRACTICE,1413
BURGLARY,2514
THEFT,832
ASSAULT,1412
BATTERY,131
DECEPTIVE PRACTICE,112
THEFT,214
THEFT,1821
THEFT,825
THEFT,1651
DECEPTIVE PRACTICE,2023
DECEPTIVE PRACTICE,412
THEFT,2512
MOTOR VEHICLE THEFT,1533
OTHER OFFENSE,2534
BATTERY,123
BATTERY,612
BATTERY,1121
BATTERY,121
ASSAULT,1533
ASSAULT,112
THEFT,111
ASSAULT,231
OTHER OFFENSE,533
MOTOR VEHICLE THEFT,511
THEFT,1632
BATTERY,2234
THEFT,123
MOTOR VEHICLE THEFT,1522
BATTERY,2232
OTHER OFFENSE,1014
CRIMINAL DAMAGE,1112
THEFT,1922
DECEPTIVE PRACTICE,1931
THEFT,632
BURGLARY,1013
THEFT,231
THEFT,1431
ASSAULT,1533
THEFT,1915
NARCOTICS,1524
ASSAULT,1131
THEFT,1834
ASSAULT,222
CRIMINAL TRESPASS,1833
CRIMINAL TRESPASS,212
CRIMINAL DAMAGE,1622
CRIMINAL TRESPASS,2432
THEFT,1233
THEFT,512
BATTERY,1121
THEFT,1124
MOTOR VEHICLE THEFT,423
BURGLARY,735
THEFT,712
BURGLARY,1713
CRIMINAL DAMAGE,1214
OTHER OFFENSE,214
BATTERY,212
MOTOR VEHICLE THEFT,511
MOTOR VEHICLE THEFT,511
ASSAULT,834
MOTOR VEHICLE THEFT,2234
MOTOR VEHICLE THEFT,2211
ROBBERY,413
BATTERY,1033
CRIMINAL TRESPASS,833
OTHER OFFENSE,531
MOTOR VEHICLE THEFT,1133
BATTERY,1913
ROBBERY,222
CRIMINAL DAMAGE,1422
CRIMINAL DAMAGE,1923
MOTOR VEHICLE THEFT,1512
CRIMINAL DAMAGE,911
CRIMINAL DAMAGE,1431
CRIMINAL TRESPASS,314
OTHER OFFENSE,614
CRIMINAL DAMAGE,634
THEFT,531
ASSAULT,322
DECEPTIVE PRACTICE,813
DECEPTIVE PRACTICE,2413
DECEPTIVE PRACTICE,2012
CRIMINAL TRESPASS,632
OTHER OFFENSE,911
THEFT,122
ROBBERY,522
THEFT,1431
BATTERY,725
ASSAULT,624
WEAPONS VIOLATION,533
OFFENSE INVOLVING CHILDREN,221
CRIMINAL DAMAGE,1031
MOTOR VEHICLE THEFT,1531
BATTERY,835
CRIMINAL DAMAGE,1834
BATTERY,622
THEFT,2513
ROBBERY,313
DECEPTIVE PRACTICE,222
CRIMINAL DAMAGE,1432
THEFT,1822
THEFT,1424
MOTOR VEHICLE THEFT,1524
MOTOR VEHICLE THEFT,2222
THEFT,734
MOTOR VEHICLE THEFT,1912
MOTOR VEHICLE THEFT,1221
BATTERY,332
OTHER OFFENSE,633
THEFT,1834
CRIMINAL DAMAGE,815
CRIMINAL DAMAGE,1424
BATTERY,1122
MOTOR VEHICLE THEFT,332
CRIMINAL DAMAGE,511
CRIMINAL DAMAGE,511
BATTERY,1121
OTHER OFFENSE,1931
MOTOR VEHICLE THEFT,1523
NARCOTICS,1133
DECEPTIVE PRACTICE,413
THEFT,1532
WEAPONS VIOLATION,1022
THEFT,1831
MOTOR VEHICLE THEFT,1914
CRIMINAL DAMAGE,1222
BURGLARY,825
CRIMINAL DAMAGE,531
MOTOR VEHICLE THEFT,2033
BURGLARY,524
THEFT,2433
THEFT,825
CRIMINAL TRESPASS,621
OTHER OFFENSE,1111
MOTOR VEHICLE THEFT,1523
BATTERY,835
BATTERY,732
BATTERY,523
ROBBERY,1123
MOTOR VEHICLE THEFT,1524
STALKING,913
BURGLARY,232
CRIMINAL DAMAGE,731
ASSAULT,532
THEFT,2411
CRIMINAL TRESPASS,1433
THEFT,113
CRIMINAL TRESPASS,1932
THEFT,1413
THEFT,1932
BATTERY,732
BATTERY,411
MOTOR VEHICLE THEFT,511
CRIMINAL DAMAGE,1222
CRIMINAL DAMAGE,1014
THEFT,2234
CRIMINAL DAMAGE,1124
OTHER OFFENSE,733
CRIMINAL DAMAGE,324
ROBBERY,825
WEAPONS VIOLATION,922
THEFT,2522
CRIMINAL DAMAGE,634
CRIMINAL DAMAGE,433
BATTERY,932
BATTERY,2525
PUBLIC PEACE VIOLATION,2532
CRIMINAL DAMAGE,722
THEFT,725
ROBBERY,1531
WEAPONS VIOLATION,431
THEFT,215
MOTOR VEHICLE THEFT,1524
ASSAULT,434
BATTERY,2523
THEFT,112
THEFT,1921
THEFT,1834
CRIMINAL DAMAGE,822
THEFT,1612
MOTOR VEHICLE THEFT,2013
BATTERY,915
THEFT,1232
THEFT,432
THEFT,1424
BATTERY,825
BATTERY,413
BATTERY,223
BATTERY,2413
DECEPTIVE PRACTICE,1834
ASSAULT,624
BATTERY,522
MOTOR VEHICLE THEFT,1224
BATTERY,624
NARCOTICS,2233
THEFT,1422
THEFT,621
WEAPONS VIOLATION,2012
ASSAULT,424
ASSAULT,932
THEFT,1925
THEFT,632
KIDNAPPING,222
THEFT,815
THEFT,2431
THEFT,712
THEFT,835
STALKING,1422
THEFT,322
DECEPTIVE PRACTICE,1611
THEFT,413
OTHER OFFENSE,2022
ASSAULT,622
THEFT,112
ASSAULT,1121
NARCOTICS,1833
ASSAULT,1915
THEFT,234
THEFT,1614
BURGLARY,421
ROBBERY,1014
MOTOR VEHICLE THEFT,1133
CRIMINAL DAMAGE,1923
CRIMINAL DAMAGE,331
OTHER OFFENSE,122
THEFT,2512
BATTERY,422
NARCOTICS,1034
WEAPONS VIOLATION,312
THEFT,112
BATTERY,1411
NARCOTICS,1131
CRIMINAL DAMAGE,812
MOTOR VEHICLE THEFT,614
BATTERY,2423
DECEPTIVE PRACTICE,835
ROBBERY,922
THEFT,324
MOTOR VEHICLE THEFT,1021
MOTOR VEHICLE THEFT,1434
MOTOR VEHICLE THEFT,414
THEFT,1633
OTHER OFFENSE,614
OTHER OFFENSE,411
CRIMINAL DAMAGE,2232
BATTERY,131
WEAPONS VIOLATION,1114
NARCOTICS,1132
MOTOR VEHICLE THEFT,322
MOTOR VEHICLE THEFT,533
OTHER OFFENSE,1513
MOTOR VEHICLE THEFT,2234
MOTOR VEHICLE THEFT,225
THEFT,2413
BATTERY,1924
OTHER OFFENSE,214
OFFENSE INVOLVING CHILDREN,1512
BATTERY,1915
ROBBERY,1215
THEFT,1214
OFFENSE INVOLVING CHILDREN,913
MOTOR VEHICLE THEFT,825
CRIMINAL DAMAGE,421
THEFT,1214
THEFT,2512
MOTOR VEHICLE THEFT,1511
CRIMINAL DAMAGE,2211
MOTOR VEHICLE THEFT,1532
CRIMINAL DAMAGE,2031
ASSAULT,212
MOTOR VEHICLE THEFT,914
CRIMINAL DAMAGE,123
OTHER OFFENSE,2514
CRIMINAL DAMAGE,935
MOTOR VEHICLE THEFT,422
BATTERY,1135
THEFT,2234
MOTOR VEHICLE THEFT,1633
THEFT,725
THEFT,1434
WEAPONS VIOLATION,1831
THEFT,2413
THEFT,1935
DECEPTIVE PRACTICE,214
OTHER OFFENSE,1434
ASSAULT,2533
THEFT,2512
CRIMINAL DAMAGE,431
BURGLARY,1022
WEAPONS VIOLATION,735
MOTOR VEHICLE THEFT,1511
THEFT,1433
MOTOR VEHICLE THEFT,1511
CRIMINAL DAMAGE,725
THEFT,1221
BATTERY,111
THEFT,631
CRIMINAL DAMAGE,611
MOTOR VEHICLE THEFT,1424
BATTERY,2212
THEFT,914
BATTERY,1935
MOTOR VEHICLE THEFT,432
MOTOR VEHICLE THEFT,2521
THEFT,1921
THEFT,731
MOTOR VEHICLE THEFT,1411
CRIMINAL DAMAGE,1722
MOTOR VEHICLE THEFT,1512
THEFT,222
BATTERY,723
WEAPONS VIOLATION,1133
ASSAULT,1834
CRIMINAL DAMAGE,313
ROBBERY,731
OTHER OFFENSE,732
CRIMINAL TRESPASS,1824
CRIMINAL DAMAGE,633
MOTOR VEHICLE THEFT,825
BATTERY,2422
OTHER OFFENSE,2031
BURGLARY,1235
THEFT,2223
THEFT,1023
ROBBERY,621
CRIMINAL DAMAGE,835
BATTERY,1114
OTHER OFFENSE,1422
OTHER OFFENSE,223
ROBBERY,322
BATTERY,321
ROBBERY,824
NARCOTICS,331
THEFT,1915
ROBBERY,235
CRIMINAL DAMAGE,1614
CRIMINAL SEXUAL ASSAULT,2514
MOTOR VEHICLE THEFT,933
CRIMINAL DAMAGE,421
CRIMINAL DAMAGE,1523
THEFT,2533
CRIMINAL DAMAGE,1532
MOTOR VEHICLE THEFT,533
BATTERY,212
BATTERY,334
CRIMINAL DAMAGE,531
ASSAULT,1135
CRIMINAL TRESPASS,2432
CRIMINAL DAMAGE,834
ROBBERY,823
CRIMINAL DAMAGE,511
ASSAULT,2012
CRIMINAL DAMAGE,2031
BURGLARY,332
OTHER OFFENSE,611
THEFT,2432
BATTERY,413
ASSAULT,612
OTHER OFFENSE,835
CRIMINAL DAMAGE,1112
CRIMINAL DAMAGE,1112
WEAPONS VIOLATION,221
MOTOR VEHICLE THEFT,1434
THEFT,723
THEFT,1724
THEFT,723
CRIMINAL DAMAGE,1135
CRIMINAL DAMAGE,123
BURGLARY,1722
NARCOTICS,1723
ROBBERY,1212
BATTERY,432
ASSAULT,421
ROBBERY,1233
BATTERY,2222
BATTERY,2433
CRIMINAL DAMAGE,633
BATTERY,835
ASSAULT,1424
ROBBERY,1031
THEFT,722
CRIMINAL DAMAGE,1132
ASSAULT,1524
MOTOR VEHICLE THEFT,321
ROBBERY,2221
BATTERY,2512
OTHER OFFENSE,611
THEFT,2515
CRIMINAL SEXUAL ASSAULT,915
ROBBERY,312
BATTERY,1512
OTHER OFFENSE,1223
BATTERY,1225
BATTERY,1012
ROBBERY,921
CRIMINAL DAMAGE,133
THEFT,332
BATTERY,923
MOTOR VEHICLE THEFT,223
CRIMINAL DAMAGE,411
THEFT,2433
CRIMINAL DAMAGE,931
ASSAULT,835
MOTOR VEHICLE THEFT,1215
ROBBERY,1513
OTHER OFFENSE,1432
WEAPONS VIOLATION,1132
CRIMINAL SEXUAL ASSAULT,1133
THEFT,835
BURGLARY,632
MOTOR VEHICLE THEFT,334
THEFT,1912
THEFT,1225
BATTERY,1011
MOTOR VEHICLE THEFT,2533
OTHER OFFENSE,1012
BURGLARY,523
MOTOR VEHICLE THEFT,524
THEFT,1014
THEFT,1913
BATTERY,2423
BATTERY,1933
BATTERY,723
THEFT,821
OTHER OFFENSE,331
CRIMINAL DAMAGE,332
THEFT,322
ROBBERY,814
BATTERY,413
BATTERY,114
THEFT,823
OTHER OFFENSE,2212
THEFT,733
THEFT,1922
DECEPTIVE PRACTICE,431
OTHER OFFENSE,1712
THEFT,524
MOTOR VEHICLE THEFT,1114
ASSAULT,423
BATTERY,1231
OTHER OFFENSE,413
THEFT,1532
DECEPTIVE PRACTICE,2023
DECEPTIVE PRACTICE,825
DECEPTIVE PRACTICE,214
THEFT,1231
WEAPONS VIOLATION,925
THEFT,512
THEFT,2532
THEFT,1831
MOTOR VEHICLE THEFT,421
CRIMINAL DAMAGE,1614
DECEPTIVE PRACTICE,1922
THEFT,2213
DECEPTIVE PRACTICE,1023
SEX OFFENSE,513
ASSAULT,834
ASSAULT,1132
MOTOR VEHICLE THEFT,1224
THEFT,1624
BATTERY,1121
WEAPONS VIOLATION,2223
ASSAULT,523
THEFT,1533
BATTERY,2525
THEFT,2413
BATTERY,722
ROBBERY,1533
BATTERY,2031
WEAPONS VIOLATION,934
MOTOR VEHICLE THEFT,1512
THEFT,234
BURGLARY,915
CRIMINAL DAMAGE,1523
MOTOR VEHICLE THEFT,112
THEFT,322
MOTOR VEHICLE THEFT,1221
CRIMINAL TRESPASS,1831
BATTERY,1925
CRIMINAL DAMAGE,831
CRIMINAL DAMAGE,411
CRIMINAL SEXUAL ASSAULT,1134
ASSAULT,913
MOTOR VEHICLE THEFT,524
CRIMINAL DAMAGE,2423
THEFT,2011
ASSAULT,334
OTHER OFFENSE,815
BATTERY,123
WEAPONS VIOLATION,1624
BATTERY,1821
THEFT,1821
MOTOR VEHICLE THEFT,2532
OTHER OFFENSE,114
BATTERY,334
OTHER OFFENSE,813
BURGLARY,2412
ASSAULT,2531
ASSAULT,1121
OTHER OFFENSE,811
BURGLARY,2432
BATTERY,823
HOMICIDE,511
THEFT,713
THEFT,1821
CRIMINAL DAMAGE,713
MOTOR VEHICLE THEFT,1113
CRIMINAL DAMAGE,726
MOTOR VEHICLE THEFT,1512
BATTERY,624
MOTOR VEHICLE THEFT,121
THEFT,1214
MOTOR VEHICLE THEFT,1533
BURGLARY,815
THEFT,1712
CRIMINAL DAMAGE,1713
BATTERY,1523
MOTOR VEHICLE THEFT,522
THEFT,711
CRIMINAL TRESPASS,431
MOTOR VEHICLE THEFT,623
BATTERY,631
BATTERY,1031
THEFT,1135
BATTERY,1524
MOTOR VEHICLE THEFT,1124
CRIMINAL DAMAGE,1034
THEFT,2232
OTHER OFFENSE,1912
CRIMINAL DAMAGE,133
DECEPTIVE PRACTICE,2011
DECEPTIVE PRACTICE,2024
THEFT,711
MOTOR VEHICLE THEFT,1113
THEFT,413
BURGLARY,421
THEFT,923
THEFT,524
BATTERY,2012
OTHER OFFENSE,813
THEFT,2012
THEFT,2022
THEFT,1915
BURGLARY,1711
THEFT,113
THEFT,2012
THEFT,1831
THEFT,612
THEFT,1922
ASSAULT,234
OTHER OFFENSE,131
THEFT,2023
CRIMINAL SEXUAL ASSAULT,1934
THEFT,713
MOTOR VEHICLE THEFT,1135
ASSAULT,2411
CRIMINAL DAMAGE,1033
MOTOR VEHICLE THEFT,221
ASSAULT,1522
MOTOR VEHICLE THEFT,632
MOTOR VEHICLE THEFT,1215
CRIMINAL DAMAGE,1234
ASSAULT,1722
THEFT,1231
THEFT,631
MOTOR VEHICLE THEFT,2514
MOTOR VEHICLE THEFT,2531
ASSAULT,2011
CRIMINAL DAMAGE,422
THEFT,1915
THEFT,1223
MOTOR VEHICLE THEFT,213
SEX OFFENSE,813
ASSAULT,313
ASSAULT,811
BATTERY,231
ASSAULT,1034
THEFT,914
THEFT,233
DECEPTIVE PRACTICE,523
ASSAULT,1833
THEFT,1424
ASSAULT,2523
THEFT,531
THEFT,712
THEFT,835
BATTERY,2221
DECEPTIVE PRACTICE,1013
DECEPTIVE PRACTICE,1912
CRIMINAL DAMAGE,123
THEFT,1232
THEFT,1022
THEFT,1213
THEFT,713
THEFT,1124
CRIMINAL TRESPASS,1531
MOTOR VEHICLE THEFT,2413
ROBBERY,1723
OFFENSE INVOLVING CHILDREN,933
SEX OFFENSE,1212
ASSAULT,2422
CRIMINAL DAMAGE,123
BURGLARY,1633
BATTERY,1222
OTHER OFFENSE,1523
ASSAULT,421
THEFT,533
CRIMINAL DAMAGE,2223
THEFT,822
CRIMINAL DAMAGE,1233
CRIMINAL DAMAGE,1623
CRIMINAL DAMAGE,2223
BATTERY,2535
THEFT,1931
OTHER OFFENSE,835
THEFT,235
ASSAULT,824
DECEPTIVE PRACTICE,2522
DECEPTIVE PRACTICE,1632
THEFT,524
MOTOR VEHICLE THEFT,1135
CRIMINAL SEXUAL ASSAULT,131
THEFT,1411
THEFT,613
MOTOR VEHICLE THEFT,324
MOTOR VEHICLE THEFT,321
CRIMINAL DAMAGE,831
THEFT,1922
MOTOR VEHICLE THEFT,522
CRIMINAL DAMAGE,1034
DECEPTIVE PRACTICE,725
DECEPTIVE PRACTICE,2511
DECEPTIVE PRACTICE,2523
ASSAULT,2233
BURGLARY,1232
OTHER OFFENSE,2422
MOTOR VEHICLE THEFT,1434
ASSAULT,1113
OTHER OFFENSE,612
CRIMINAL DAMAGE,523
CRIMINAL DAMAGE,1215
ASSAULT,1133
BATTERY,2531
ASSAULT,1022
OFFENSE INVOLVING CHILDREN,823
CRIMINAL SEXUAL ASSAULT,825
THEFT,1712
THEFT,2531
CRIMINAL DAMAGE,634
DECEPTIVE PRACTICE,1811
OTHER OFFENSE,2211
ASSAULT,1915
CRIMINAL DAMAGE,834
BATTERY,332
ASSAULT,222
THEFT,1132
CRIMINAL DAMAGE,531
MOTOR VEHICLE THEFT,711
DECEPTIVE PRACTICE,112
CRIMINAL DAMAGE,1011
MOTOR VEHICLE THEFT,1934
ROBBERY,524
THEFT,1935
OFFENSE INVOLVING CHILDREN,524
OTHER OFFENSE,122
BATTERY,414
THEFT,1623
BURGLARY,1225
THEFT,1115
CRIMINAL DAMAGE,1024
CRIMINAL DAMAGE,1431
THEFT,1233
CRIMINAL TRESPASS,532
THEFT,1824
ASSAULT,312
THEFT,1232
THEFT,311
ASSAULT,1225
OTHER OFFENSE,2422
MOTOR VEHICLE THEFT,1934
DECEPTIVE PRACTICE,1422
BATTERY,632
THEFT,233
DECEPTIVE PRACTICE,633
ASSAULT,2011
BURGLARY,322
THEFT,834
THEFT,1412
ASSAULT,713
INTERFERENCE WITH PUBLIC OFFICER,1524
THEFT,712
THEFT,1914
BATTERY,424
THEFT,1235
OTHER OFFENSE,231
NARCOTICS,2432
CRIMINAL DAMAGE,1532
BATTERY,414
OTHER OFFENSE,2513
THEFT,124
BATTERY,1421
ASSAULT,1134
ROBBERY,731
OTHER OFFENSE,212
BATTERY,2521
ASSAULT,2211
BATTERY,223
DECEPTIVE PRACTICE,214
THEFT,1814
ASSAULT,2211
MOTOR VEHICLE THEFT,533
THEFT,122
DECEPTIVE PRACTICE,813
MOTOR VEHICLE THEFT,2533
THEFT,921
OTHER OFFENSE,422
DECEPTIVE PRACTICE,2514
DECEPTIVE PRACTICE,2022
DECEPTIVE PRACTICE,2521
THEFT,1814
BURGLARY,533
OTHER OFFENSE,831
OFFENSE INVOLVING CHILDREN,621
THEFT,1935
BATTERY,423
ASSAULT,432
NARCOTICS,1823
THEFT,1821
CRIMINAL DAMAGE,1731
BATTERY,824
ASSAULT,922
BATTERY,1111
THEFT,1822
BATTERY,1235
THEFT,1824
OTHER OFFENSE,621
THEFT,2211
CRIMINAL DAMAGE,1935
MOTOR VEHICLE THEFT,1522
MOTOR VEHICLE THEFT,1522
THEFT,1522
MOTOR VEHICLE THEFT,1834
BURGLARY,1424
NARCOTICS,1021
THEFT,323
CRIMINAL TRESPASS,1622
THEFT,114
BATTERY,1531
THEFT,123
WEAPONS VIOLATION,312
BATTERY,832
THEFT,1232
BATTERY,213
CRIMINAL DAMAGE,731
THEFT,133
THEFT,1831
THEFT,1215
CRIMINAL DAMAGE,1233
THEFT,1223
BATTERY,1733
MOTOR VEHICLE THEFT,1523
CRIMINAL DAMAGE,2533
CRIMINAL DAMAGE,2222
MOTOR VEHICLE THEFT,224
THEFT,1913
ASSAULT,1712
CRIMINAL DAMAGE,413
THEFT,2011
THEFT,2515
THEFT,911
THEFT,121
BATTERY,1914
THEFT,1813
THEFT,715
DECEPTIVE PRACTICE,1834
ASSAULT,2534
BATTERY,912
BATTERY,821
DECEPTIVE PRACTICE,1531
DECEPTIVE PRACTICE,731
THEFT,111
CRIMINAL DAMAGE,723
BATTERY,831
OTHER OFFENSE,434
ROBBERY,2413
THEFT,1733
THEFT,1434
MOTOR VEHICLE THEFT,833
THEFT,211
OTHER OFFENSE,1413
ASSAULT,214
DECEPTIVE PRACTICE,935
THEFT,213
THEFT,312
BATTERY,933
ASSAULT,333
CRIMINAL DAMAGE,524
OFFENSE INVOLVING CHILDREN,2024
ASSAULT,1424
WEAPONS VIOLATION,726
ASSAULT,1531
BURGLARY,421
DECEPTIVE PRACTICE,1731
CRIMINAL DAMAGE,815
LIQUOR LAW VIOLATION,432
THEFT,234
CRIMINAL DAMAGE,726
MOTOR VEHICLE THEFT,1522
MOTOR VEHICLE THEFT,221
MOTOR VEHICLE THEFT,414
THEFT,2433
THEFT,734
THEFT,1631
THEFT,1914
THEFT,522
BATTERY,1833
CRIMINAL TRESPASS,2423
INTIMIDATION,1033
DECEPTIVE PRACTICE,1934
OFFENSE INVOLVING CHILDREN,915
BURGLARY,613
DECEPTIVE PRACTICE,2533
BATTERY,912
THEFT,1935
THEFT,1712
BURGLARY,323
OTHER OFFENSE,1034
CRIMINAL DAMAGE,2422
BATTERY,1431
OTHER OFFENSE,815
ASSAULT,231
THEFT,2013
ASSAULT,1633
CRIMINAL TRESPASS,1624
DECEPTIVE PRACTICE,612
THEFT,432
LIQUOR LAW VIOLATION,431
OFFENSE INVOLVING CHILDREN,223
THEFT,831
THEFT,133
ROBBERY,1512
WEAPONS VIOLATION,2533
BATTERY,1631
DECEPTIVE PRACTICE,1925
ASSAULT,932
CRIMINAL DAMAGE,1914
ASSAULT,2233
BURGLARY,234
ROBBERY,414
THEFT,614
DECEPTIVE PRACTICE,914
DECEPTIVE PRACTICE,1434
CRIMINAL DAMAGE,1215
MOTOR VEHICLE THEFT,1014
BATTERY,421
THEFT,1215
BATTERY,123
WEAPONS VIOLATION,1014
ASSAULT,212
ASSAULT,2533
DECEPTIVE PRACTICE,131
MOTOR VEHICLE THEFT,1513
MOTOR VEHICLE THEFT,832
THEFT,1732
THEFT,1633
BATTERY,1111
THEFT,1921
BURGLARY,711
THEFT,522
THEFT,2534
ASSAULT,423
NARCOTICS,1533
OTHER OFFENSE,1533
ASSAULT,631
THEFT,211
MOTOR VEHICLE THEFT,1531
THEFT,1034
THEFT,2011
CRIMINAL DAMAGE,313
MOTOR VEHICLE THEFT,712
CRIMINAL DAMAGE,1111
THEFT,1732
OTHER OFFENSE,414
ASSAULT,1834
MOTOR VEHICLE THEFT,333
THEFT,1834
WEAPONS VIOLATION,1034
THEFT,1712
CRIMINAL DAMAGE,1214
THEFT,2432
CRIMINAL TRESPASS,1811
CRIMINAL DAMAGE,331
BATTERY,1222
MOTOR VEHICLE THEFT,433
OTHER OFFENSE,1124
MOTOR VEHICLE THEFT,1811
MOTOR VEHICLE THEFT,1811
CRIMINAL DAMAGE,1234
MOTOR VEHICLE THEFT,1524
ASSAULT,2423
OTHER OFFENSE,414
OTHER OFFENSE,2432
ASSAULT,1511
THEFT,1235
DECEPTIVE PRACTICE,2023
BURGLARY,522
THEFT,1832
THEFT,632
THEFT,1935
WEAPONS VIOLATION,733
BATTERY,821
MOTOR VEHICLE THEFT,623
THEFT,2432
ROBBERY,233
BATTERY,1134
BATTERY,423
BATTERY,1913
BATTERY,1912
ASSAULT,2524
WEAPONS VIOLATION,322
CRIMINAL DAMAGE,726
WEAPONS VIOLATION,314
NARCOTICS,1831
BATTERY,1225
DECEPTIVE PRACTICE,1522
ASSAULT,1914
THEFT,1232
DECEPTIVE PRACTICE,2212
BATTERY,123
MOTOR VEHICLE THEFT,1131
MOTOR VEHICLE THEFT,411
BURGLARY,1811
CRIMINAL DAMAGE,1213
DECEPTIVE PRACTICE,1632
CRIMINAL TRESPASS,113
OTHER OFFENSE,2433
CRIMINAL DAMAGE,1121
NARCOTICS,1133
WEAPONS VIOLATION,324
MOTOR VEHICLE THEFT,133
BATTERY,1115
WEAPONS VIOLATION,1131
BATTERY,622
BATTERY,822
BATTERY,2522
BATTERY,411
MOTOR VEHICLE THEFT,2223
CRIMINAL DAMAGE,1523
BATTERY,1824
BATTERY,624
OTHER OFFENSE,113
BATTERY,1432
THEFT,823
MOTOR VEHICLE THEFT,2532
CRIMINAL DAMAGE,733
BATTERY,332
THEFT,122
MOTOR VEHICLE THEFT,723
THEFT,612
CRIMINAL TRESPASS,2022
OTHER OFFENSE,1623
DECEPTIVE PRACTICE,2412
DECEPTIVE PRACTICE,1732
DECEPTIVE PRACTICE,1622
MOTOR VEHICLE THEFT,2233
THEFT,411
INTERFERENCE WITH PUBLIC OFFICER,1824
THEFT,833
ASSAULT,711
MOTOR VEHICLE THEFT,524
MOTOR VEHICLE THEFT,1523
THEFT,412
DECEPTIVE PRACTICE,1134
WEAPONS VIOLATION,323
WEAPONS VIOLATION,1513
WEAPONS VIOLATION,132
BURGLARY,1934
MOTOR VEHICLE THEFT,422
MOTOR VEHICLE THEFT,2033
BATTERY,1914
THEFT,1921
THEFT,1023
MOTOR VEHICLE THEFT,2223
THEFT,1622
BATTERY,2424
WEAPONS VIOLATION,1531
NARCOTICS,1122
BATTERY,833
THEFT,1532
THEFT,611
BATTERY,2023
OFFENSE INVOLVING CHILDREN,2212
ASSAULT,1233
BATTERY,211
NARCOTICS,1011
THEFT,811
THEFT,631
THEFT,611
THEFT,1232
BATTERY,831
MOTOR VEHICLE THEFT,1511
CRIMINAL DAMAGE,2433
CRIMINAL DAMAGE,1225
MOTOR VEHICLE THEFT,1123
ASSAULT,323
ROBBERY,133
THEFT,1432
NARCOTICS,2521
BATTERY,1215
THEFT,412
BATTERY,724
BATTERY,1632
THEFT,1631
CRIMINAL DAMAGE,1914
BATTERY,2022
THEFT,1922
BATTERY,434
ASSAULT,123
ROBBERY,1123
THEFT,1935
THEFT,723
THEFT,1832
CRIMINAL DAMAGE,713
CRIMINAL DAMAGE,1533
BATTERY,1034
ARSON,1121
BATTERY,512
WEAPONS VIOLATION,1032
MOTOR VEHICLE THEFT,1713
MOTOR VEHICLE THEFT,1132
THEFT,1431
CRIMINAL DAMAGE,1011
THEFT,123
THEFT,1932
BATTERY,1511
BATTERY,133
CRIMINAL DAMAGE,1132
CRIMINAL TRESPASS,1831
THEFT,1224
MOTOR VEHICLE THEFT,723
CRIMINAL DAMAGE,1631
THEFT,1233
BATTERY,1234
THEFT,131
THEFT,823
DECEPTIVE PRACTICE,123
OTHER OFFENSE,835
CRIMINAL DAMAGE,1932
OTHER OFFENSE,235
BATTERY,825
CRIMINAL DAMAGE,2522
WEAPONS VIOLATION,2522
OTHER OFFENSE,2412
ASSAULT,422
BATTERY,714
WEAPONS VIOLATION,314
WEAPONS VIOLATION,925
ASSAULT,2211
THEFT,2521
MOTOR VEHICLE THEFT,1235
MOTOR VEHICLE THEFT,523
BATTERY,513
THEFT,232
MOTOR VEHICLE THEFT,2412
OTHER OFFENSE,834
CRIMINAL DAMAGE,413
BATTERY,724
MOTOR VEHICLE THEFT,624
DECEPTIVE PRACTICE,1612
ROBBERY,1135
OTHER OFFENSE,1123
NARCOTICS,1123
BURGLARY,531
BATTERY,1513
BATTERY,312
NARCOTICS,714
WEAPONS VIOLATION,411
THEFT,1011
THEFT,511
WEAPONS VIOLATION,1655
OTHER OFFENSE,913
MOTOR VEHICLE THEFT,1012
CRIMINAL DAMAGE,1524
BATTERY,1913
ROBBERY,1222
THEFT,2023
BATTERY,533
THEFT,633
THEFT,835
BATTERY,612
ASSAULT,233
CRIMINAL DAMAGE,633
THEFT,2432
THEFT,2433
THEFT,823
